Recurso,Sprint,Ano,Mes,Card,Prazo,Qualidade,Descricao,url,Count 
MC,160704,2016,07,577a740777c738bcf12532bf,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/rBDQWXBC,1 
WN,160704,2016,07,577a740777c738bcf12532bf,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/rBDQWXBC,1 
WN,160704,2016,07,577bc2a26134c1946493c358,Sim,7,"Fábricas - Publicação Portal",https://trello.com/c/NTgwitme,1 
MC,160704,2016,07,577d11f93988a3f9b2881f1d,Sim,7,"Fábricas - Pendências Monica",https://trello.com/c/XSQTaKFZ,1 
JS,160704,2016,07,577d5dec5c9db89239665d89,Sim,7,"Portal - Alterações",https://trello.com/c/c8aM2xCX,1 
WN,160704,2016,07,577bc29c54c36fc9b17891ab,Sim,7,"PGA - Preparar os detalhes para publicação em produção",https://trello.com/c/CXz1RdvF,1 
MC,160704,2016,07,577bc2568a822db2555fee30,Sim,7,"PGA - Avaliação do Relatorio do PGA e cobrança dos prazos",https://trello.com/c/cpjgnn3L,1 
WN,160704,2016,07,577bc2568a822db2555fee30,Sim,7,"PGA - Avaliação do Relatorio do PGA e cobrança dos prazos",https://trello.com/c/cpjgnn3L,1 
JS,160704,2016,07,577a741a4f12b3954e0adc49,Sim,7,"Reunião de Entrega",https://trello.com/c/wYYLcnkf,1 
MC,160704,2016,07,577a741a4f12b3954e0adc49,Sim,7,"Reunião de Entrega",https://trello.com/c/wYYLcnkf,1 
WN,160704,2016,07,577a741a4f12b3954e0adc49,Sim,7,"Reunião de Entrega",https://trello.com/c/wYYLcnkf,1 
JS,160627,2016,06,57712caf6b19b873730944f1,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/DLq9yN9i,1 
MC,160627,2016,06,57712caf6b19b873730944f1,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/DLq9yN9i,1 
WN,160627,2016,06,57712caf6b19b873730944f1,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/DLq9yN9i,1 
MC,160627,2016,06,57712c48d38ba5d61079183c,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/ehHx1Bah,1 
JS,160627,2016,06,57712c48d38ba5d61079183c,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/ehHx1Bah,1 
WN,160627,2016,06,57712c48d38ba5d61079183c,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/ehHx1Bah,1 
JS,160627,2016,06,578ce2f42dc70087322d3da0,Sim,7,"Meta 1-  Produto:Plano de Iniciação - Proposta de Modelo",https://trello.com/c/DdicYIMs,1 
JS,160627,2016,06,5771302846a68be710a3b5fb,Sim,7,"Meta 1-  Produto:Plano de Iniciação - Proposta de Modelo",https://trello.com/c/8X4kCiYa,1 
MC,160627,2016,06,57713651a1ee92da559096fd,Sim,7,"Apresentação PGA e Analises de Riscos",https://trello.com/c/BeCBAKPh,1 
JS,160627,2016,06,57713651a1ee92da559096fd,Sim,7,"Apresentação PGA e Analises de Riscos",https://trello.com/c/BeCBAKPh,1 
WN,160627,2016,06,57713651a1ee92da559096fd,Sim,7,"Apresentação PGA e Analises de Riscos",https://trello.com/c/BeCBAKPh,1 
WN,160627,2016,06,577136b1aa3121adccd61399,Sim,7,"Curso Interno de Gerenciamento Ágil de Projetos - Material de Apresentação",https://trello.com/c/Fxy1Onpn,1 
MC,160627,2016,06,5771312bf11e768d134db79d,Sim,7,"Apresentação JIRA",https://trello.com/c/hiXtCdCy,1 
JS,160627,2016,06,57712cde6bc6081ef718c689,Sim,7,"Reunião de Entrega",https://trello.com/c/VLulRB2f,1 
MC,160627,2016,06,57712cde6bc6081ef718c689,Sim,7,"Reunião de Entrega",https://trello.com/c/VLulRB2f,1 
WN,160627,2016,06,57712cde6bc6081ef718c689,Sim,7,"Reunião de Entrega",https://trello.com/c/VLulRB2f,1 
JS,160620,2016,06,5767ea45ef66dee96aa5778a,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/mWVdfIja,1 
MC,160620,2016,06,5767ea45ef66dee96aa5778a,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/mWVdfIja,1 
WN,160620,2016,06,5767ea45ef66dee96aa5778a,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/mWVdfIja,1 
WN,160620,2016,06,575839e5471abddc668439b3,Sim,7,"Fábricas - Unificar",https://trello.com/c/TI1cTnO9,1 
MC,160620,2016,06,5767f5feec3c0155e42a0d3e,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/JBQJwAT7,1 
JS,160620,2016,06,5767f5feec3c0155e42a0d3e,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/JBQJwAT7,1 
WN,160620,2016,06,5767f5feec3c0155e42a0d3e,Sim,7,"Fábricas - Revisão do TR",https://trello.com/c/JBQJwAT7,1 
WN,160620,2016,06,57583cadaa15cf97fd00e033,Sim,7,"Fábricas - Planilha de Perfis e Formação de Preço",https://trello.com/c/l8NCcTUw,1 
JS,160620,2016,06,575eeb51293cb82109cc165d,Sim,7,"Meta 1-  Produto:Plano de Iniciação - Proposta de Modelo",https://trello.com/c/36pxUtJk,1 
JS,160620,2016,06,5767f304ee1bab42b83b4218,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/Td52lUMY,1 
MC,160620,2016,06,5767f304ee1bab42b83b4218,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/Td52lUMY,1 
MC,160620,2016,06,573e25951ee9949ce4b98e0d,Sim,7,"Fábrica - Procedimentos Administrativos",https://trello.com/c/LBbhI1Lj,1 
MC,160620,2016,06,57682de44b0120b35a4b0f7b,Sim,7,"GICOF - Consultoria - Infraestrutura",https://trello.com/c/gc4uJ3pI,1 
JS,160620,2016,06,57712bd9912ea82f731153ed,Sim,7,"E-PROCESSO - Consutoria (SMF)",https://trello.com/c/nwisZG6u,1 
NULL,160620,2016,06,5768651cd796b7212c4cde66,Sim,7,"Workshop Aquisicao - contato mariano",https://trello.com/c/5QF9JH0N,1 
MC,160620,2016,06,57431913bf8b16b604c94663,Sim,7,"Curso Scrum: Agilidade em seu projeto",https://trello.com/c/qvKxFNdT,1 
JS,160620,2016,06,5767ea54e9512fc22cc96960,Sim,7,"Reunião de Entrega",https://trello.com/c/KyBbDGeA,1 
MC,160620,2016,06,5767ea54e9512fc22cc96960,Sim,7,"Reunião de Entrega",https://trello.com/c/KyBbDGeA,1 
WN,160620,2016,06,5767ea54e9512fc22cc96960,Sim,7,"Reunião de Entrega",https://trello.com/c/KyBbDGeA,1 
JS,160613,2016,06,575ebbe9ce571a62d45f7fb7,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/PhUIBP24,1 
MC,160613,2016,06,575ebbe9ce571a62d45f7fb7,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/PhUIBP24,1 
WN,160613,2016,06,575ebbe9ce571a62d45f7fb7,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/PhUIBP24,1 
WN,160613,2016,06,575ebb3ea8ffee59d280095c,Sim,7,"Fábricas - Melhorar o quadro de SLA",https://trello.com/c/bflup2e3,1 
WN,160613,2016,06,575ef18a1a96985264d6f050,Sim,7,"Fábricas - Inclusão de Métricas (Análise)",https://trello.com/c/UB0B97jv,1 
WN,160613,2016,06,57583cf9809defac2e2cd151,Sim,7,"Fábricas - Como precificar os serviços correlatos e documentação?",https://trello.com/c/jckNKDHB,1 
JS,160613,2016,06,57583cf9809defac2e2cd151,Sim,7,"Fábricas - Como precificar os serviços correlatos e documentação?",https://trello.com/c/jckNKDHB,1 
MC,160613,2016,06,57583cf9809defac2e2cd151,Sim,7,"Fábricas - Como precificar os serviços correlatos e documentação?",https://trello.com/c/jckNKDHB,1 
JS,160613,2016,06,55ca0691a0a79c746cbf4d3a,Sim,7,"FMANT2016 - Planejamento da Aquisição (Meta 1)",https://trello.com/c/0lnFiRon,1 
WN,160613,2016,06,55ca0691a0a79c746cbf4d3a,Sim,7,"FMANT2016 - Planejamento da Aquisição (Meta 1)",https://trello.com/c/0lnFiRon,1 
MC,160613,2016,06,55ca0691a0a79c746cbf4d3a,Sim,7,"FMANT2016 - Planejamento da Aquisição (Meta 1)",https://trello.com/c/0lnFiRon,1 
MC,160613,2016,06,573dff3790c1ba6261360935,Sim,7,"Fábricas - Planilha de Perfis e Formação de Preço",https://trello.com/c/cKOrrN3R,1 
MC,160613,2016,06,573e256893f0c895f9083bd2,Sim,7,"Fábricas - Qualidade (definições estratégicas)",https://trello.com/c/yQ1PpesD,1 
WN,160613,2016,06,573dd6eada84dcf96a0cb157,Sim,7,"Fábricas - Unificar o Anexo de Habilitação",https://trello.com/c/vqAsmHPi,1 
MC,160613,2016,06,575ecd357cc5f65d712ce42d,Sim,7,"TR Convênios - Indicadores",https://trello.com/c/8d6K10YE,1 
JS,160613,2016,06,575eeb84bb18de81f50e4bc7,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/UKkzBm0s,1 
MC,160613,2016,06,575eeb84bb18de81f50e4bc7,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/UKkzBm0s,1 
WN,160613,2016,06,56fe564a29280ffbebb357ee,Sim,7,"Meta 1 - Produtos : PGA Revisado e Lista de Artefatos",https://trello.com/c/xhlEaMth,1 
JS,160613,2016,06,575ebbfbacbf2e22d4704925,Sim,7,"Reunião de Entrega",https://trello.com/c/VtmvHGxA,1 
MC,160613,2016,06,575ebbfbacbf2e22d4704925,Sim,7,"Reunião de Entrega",https://trello.com/c/VtmvHGxA,1 
WN,160613,2016,06,575ebbfbacbf2e22d4704925,Sim,7,"Reunião de Entrega",https://trello.com/c/VtmvHGxA,1 
JS,160606,2016,06,57557b3f046481a1124a38fa,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/WhJeNNAH,1 
MC,160606,2016,06,57557b3f046481a1124a38fa,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/WhJeNNAH,1 
WN,160606,2016,06,57557b3f046481a1124a38fa,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/WhJeNNAH,1 
MC,160606,2016,06,573df6149a62b29bcea8e072,Sim,7,"Decisões TR de Manutenção - Reunião CTA, DSI, Juridico, Administrativo (Reunião)",https://trello.com/c/JUvrYA0T,1 
WN,160606,2016,06,57583a2508c0197da9a24436,Sim,7,"FM2016 - Status Report",https://trello.com/c/ttljnPh1,1 
WN,160606,2016,06,573de5d5c5b13288096160c5,Sim,7,"Fábricas - Revisar Fluxo de Pagamentos",https://trello.com/c/ZM9oAlOR,1 
WN,160606,2016,06,57503d90cb19885818658023,Sim,7,"Fábricas - Melhorar o quadro de SLA",https://trello.com/c/I5FcS6i7,1 
WN,160606,2016,06,574f2ad5316a257bda54424d,Sim,7,"Fábricas - Adequar ao novo padrão e-ping",https://trello.com/c/xT6dpq8R,1 
WN,160606,2016,06,573dde5a1ec4f28dce2e4af4,Sim,7,"Fábricas - Mobilidade",https://trello.com/c/iBsahSBF,1 
WN,160606,2016,06,575709bd956dd7b802a54e9f,Sim,7,"Fábricas - Adequar quantitativos",https://trello.com/c/TydH0O5F,1 
WN,160606,2016,06,57557a4ac4e4e66db2bf744f,Sim,7,"FM2016 - Status Report",https://trello.com/c/Ar1vSHkc,1 
MC,160606,2016,06,574c4c7d02675f30cf6e3f71,Sim,7,"Gestão CTIS",https://trello.com/c/QPVNgG4Z,1 
WN,160606,2016,06,5755d6484132eed79517c9f0,Sim,7,"PGA - Tabela de Entregas",https://trello.com/c/mbPQokW0,1 
WN,160606,2016,06,5756de158e384136de76f6ff,Sim,7,"PGA - Considerações A.M",https://trello.com/c/gw54Jmxr,1 
JS,160606,2016,06,57557a6cac8be3e332142868,Sim,7,"Meta 1-  Produto:Plano de Iniciação - Proposta de Modelo",https://trello.com/c/44nhLey6,1 
JS,160606,2016,06,57557bb59b45159c905dd49d,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/m9P03mUJ,1 
MC,160606,2016,06,57557bb59b45159c905dd49d,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/m9P03mUJ,1 
MC,160606,2016,06,575857597feddcfd43c40364,Sim,7,"Reunião GTT",https://trello.com/c/qFZnrWUo,1 
JS,160606,2016,06,57557b50eeb1134bae0331c7,Sim,7,"Reunião de Entrega",https://trello.com/c/MXlSrbau,1 
MC,160606,2016,06,57557b50eeb1134bae0331c7,Sim,7,"Reunião de Entrega",https://trello.com/c/MXlSrbau,1 
WN,160606,2016,06,57557b50eeb1134bae0331c7,Sim,7,"Reunião de Entrega",https://trello.com/c/MXlSrbau,1 
JS,160530,2016,05,574c522f0723aff642fd41ef,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/rENPjAdV,1 
MC,160530,2016,05,574c522f0723aff642fd41ef,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/rENPjAdV,1 
WN,160530,2016,05,574c522f0723aff642fd41ef,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/rENPjAdV,1 
WN,160530,2016,05,57503c690f0f407a31c92683,Sim,7,"Anexo de Mobilidade - Minuta",https://trello.com/c/QHwsL2Qj,1 
MC,160530,2016,05,573e00903fca5903ff0eccab,Sim,7,"Fábricas - Pontos de Função por tecnologia",https://trello.com/c/a6jLfJY3,1 
WN,160530,2016,05,574cd993391ef6e203331fcc,Sim,7,"FM2016 - Status Report",https://trello.com/c/JB3zXmLB,1 
WN,160530,2016,05,574c5447fe95f5fc7c5c4d30,Sim,7,"JIRA - Propor cenário para entendimento de uso",https://trello.com/c/XuJSUYIX,1 
WN,160530,2016,05,5745fdb89283995b4c0842f4,Sim,7,"Apresentação do JIRA",https://trello.com/c/aGROQkhN,1 
JS,160530,2016,05,57462ad25cf6bd6c1ff2aeb1,Sim,7,"TR Convenios _ (Reuniao)",https://trello.com/c/WXEu3Pvv,1 
MC,160530,2016,05,574c91510d4b8f01c475c1b7,Sim,7,"GiCOF _ Consultoria Qualidade ( Reuniao )",https://trello.com/c/XRjgJssg,1 
JS,160530,2016,05,5620fc72ce9976a449af6271,Sim,7,"Meta 1-  Produto:Plano de Iniciação - Proposta de Modelo",https://trello.com/c/Suv8a2R4,1 
WN,160530,2016,05,574c5b3e102514665ae6008a,Sim,7,"PGA - Evidência da Revisão",https://trello.com/c/u9ev5Kmk,1 
MC,160530,2016,05,574b42b628df51d519770abc,Sim,7,"Realização das Atividades Gerenciais do Mês",https://trello.com/c/2EK39YjM,1 
WN,160530,2016,05,5728b1467e4991f08c898da7,Sim,7,"Agile Brasil e/ou (WBMA)",https://trello.com/c/Ai44ogQi,1 
MC,160530,2016,05,5751ef97dba306b306c651ea,Sim,7,"Apresentação GIT (Controle de Versão) pela Red Hat",https://trello.com/c/NQWdp6Pj,1 
JS,160530,2016,05,574c5240da443811ef16220d,Sim,7,"Reunião de Entrega",https://trello.com/c/y16tx4f0,1 
MC,160530,2016,05,574c5240da443811ef16220d,Sim,7,"Reunião de Entrega",https://trello.com/c/y16tx4f0,1 
WN,160530,2016,05,574c5240da443811ef16220d,Sim,7,"Reunião de Entrega",https://trello.com/c/y16tx4f0,1 
JS,160523,2016,05,57436d1e209215f18857157b,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/tp5AWDcr,1 
MC,160523,2016,05,57436d1e209215f18857157b,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/tp5AWDcr,1 
WN,160523,2016,05,57436d1e209215f18857157b,Sim,7,"Reunião de Priorização e Planejamento",https://trello.com/c/tp5AWDcr,1 
WN,160523,2016,05,57323305fd76dc7dbe245a4e,Sim,7,"PGA - 7° Refinamento (Reunião)",https://trello.com/c/sB2qqJGD,1 
WN,160523,2016,05,5736275195fc9eee3e780b25,Sim,7,"Atualização do PGA (RF6)",https://trello.com/c/hVMPOQgW,1 
WN,160523,2016,05,573dd295b35ec6c90935f800,Sim,7,"Fábricas - Indicadores",https://trello.com/c/5NcXldHM,1 
WN,160523,2016,05,573e277ad016a23afdd80bf7,Sim,7,"Fábricas - Revisão dos Indicadores, SLA e Glosa",https://trello.com/c/9ctaPyUk,1 
MC,160523,2016,05,574312124ebf8f7ae638eaa7,Sim,7,"Criação do Plano de Ação CTIS / IPLAN",https://trello.com/c/TuSQ5sFb,1 
MC,160523,2016,05,573f5e85f0a7cee1e1a9bcb0,Sim,7,"Análise da Apresentação do Perim",https://trello.com/c/EzzodJAm,1 
MC,160523,2016,05,573b1f31f251cbaa52c2c6e7,Sim,7,"Recomendação de Penalidade CTIS",https://trello.com/c/vCEi1Mge,1 
JS,160523,2016,05,57430cc98b6c953f7aed18b3,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/8i8QiOX0,1 
MC,160523,2016,05,57430cc98b6c953f7aed18b3,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/8i8QiOX0,1 
WN,160523,2016,05,57430cc98b6c953f7aed18b3,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/8i8QiOX0,1 
JS,160523,2016,05,57430cdb716d35d2500b0d9b,Sim,7,"Atualização de conteúdo do Portal",https://trello.com/c/NnKU7KOy,1 
JS,160523,2016,05,57436d24c1656740c812f600,Sim,7,"Reunião de Entrega",https://trello.com/c/3A7OO6YK,1 
MC,160523,2016,05,57436d24c1656740c812f600,Sim,7,"Reunião de Entrega",https://trello.com/c/3A7OO6YK,1 
WN,160523,2016,05,57436d24c1656740c812f600,Sim,7,"Reunião de Entrega",https://trello.com/c/3A7OO6YK,1 
NULL,160516,2016,05,55bfb50f5a3b7d48536f1b44,Sim,7,"FSW2015 - Articular elaboração, pelo CTA, da justificativa para o quantitativo estimado.",https://trello.com/c/FuSdlHe2,1 
WN,160516,2016,05,573a1edf50343306a64aab49,Sim,7,"Revisar e atualizar os Anexos recebidos",https://trello.com/c/l28FE6FT,1 
WN,160516,2016,05,57362142232570cdfc7fee6d,Sim,7,"Curso Scrum: Agilidade em seu projeto",https://trello.com/c/ORF2e8Al,1 
WN,160516,2016,05,573232f49fe9c5e2bdeb1c05,Sim,7,"PGA - 6° Refinamento (Reunião)",https://trello.com/c/JmGVprIB,1 
WN,160516,2016,05,5736274992695a82eeb86f58,Sim,7,"Atualização do PGA (RF5)",https://trello.com/c/yeqLv6gW,1 
WN,160516,2016,05,5732337374d814e8260b8c8e,Sim,7,"Entrada de Demanda - Reunião",https://trello.com/c/5UQ7S3U9,1 
MC,160516,2016,05,5732337374d814e8260b8c8e,Sim,7,"Entrada de Demanda - Reunião",https://trello.com/c/5UQ7S3U9,1 
JS,160516,2016,05,5732337374d814e8260b8c8e,Sim,7,"Entrada de Demanda - Reunião",https://trello.com/c/5UQ7S3U9,1 
JS,160516,2016,05,57312347d97ee347c9504de1,Sim,7,"Homologação da Ferramenta de OS",https://trello.com/c/YYTHP2lr,1 
MC,160516,2016,05,5736282138cc6d3de5033114,Sim,7,"Criação do Plano de Ação CTIS / IPLAN",https://trello.com/c/bHHaFpM7,1 
JS,160516,2016,05,5730ef0edb5edf330bd09765,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/EAmHhqnG,1 
MC,160516,2016,05,5730ef0edb5edf330bd09765,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/EAmHhqnG,1 
WN,160516,2016,05,5730ef0edb5edf330bd09765,Sim,7,"Definição do Processo de Uso do Trello",https://trello.com/c/EAmHhqnG,1 
JS,160516,2016,05,573b1c993a46b998ddda425b,Sim,7,"Atualização de conteúdo do Portal",https://trello.com/c/BMHmnm2D,1 
MC,160516,2016,05,573f485b07326916f9023eb0,Sim,7,"TR do Fusion - Reunião",https://trello.com/c/13eU99mZ,1 
JS,160509,2016,05,573b1ce5edb1ecda513588db,Sim,7,"Treinamento em Métodos Ágeis: Introdução",https://trello.com/c/UGgQLEr3,1 
WN,160509,2016,05,573b1ce5edb1ecda513588db,Sim,7,"Treinamento em Métodos Ágeis: Introdução",https://trello.com/c/UGgQLEr3,1 
JS,160509,2016,05,5730f3ee723287eadf13a466,Sim,7,"Treinamento em Métodos Ágeis: UML, Scrumm e Lean Startup",https://trello.com/c/xsYwS4MV,1 
WN,160509,2016,05,5732272fb779c8e35a4d3721,Sim,7,"Melhorar o Processo de Aquisição, GC-a04",https://trello.com/c/bvQckgog,1 
MC,160509,2016,05,5732272fb779c8e35a4d3721,Sim,7,"Melhorar o Processo de Aquisição, GC-a04",https://trello.com/c/bvQckgog,1 
JS,160509,2016,05,57321e7cc5e4df944eb5dfe5,Sim,7,"Ajustes de Interface do Portal",https://trello.com/c/yLAjfB2o,1 
JS,160509,2016,05,57321e88473906962457b781,Sim,7,"Atualização de conteúdo do Portal",https://trello.com/c/qUw8egtQ,1 
WN,160509,2016,05,57323296703e2fd84d85f5a0,Sim,7,"PGA - 5° Refinamento (Reunião)",https://trello.com/c/lFPhNCeq,1 
WN,160509,2016,05,5730ef669bee2b32323e65a5,Sim,7,"Atualização do PGA (RF4)",https://trello.com/c/jvHyd0jY,1 
WN,160509,2016,05,5730ef0a70007b07141bffc3,Sim,7,"Criação de template de indicadores",https://trello.com/c/Rv6dhp8z,1 
WN,160509,2016,05,57332fcbb97a7fd59b2f2288,Sim,7,"Formatar "status report" da CTIS em relação a ferramenta de controle de OS.",https://trello.com/c/bAbNZ5Ko,1 
MC,160509,2016,05,57312f9b5f9e3954b734147c,Sim,7,"Verificação do Plano de Ação enviado pela CTIS",https://trello.com/c/UzM1vErG,1 
MC,160509,2016,05,5730f63302d5dbfcfce7b05f,Sim,7,"Contato com Palestrantes para Workshop de Aquisição",https://trello.com/c/cBv03IAL,1 
WN,160509,2016,05,5730f63302d5dbfcfce7b05f,Sim,7,"Contato com Palestrantes para Workshop de Aquisição",https://trello.com/c/cBv03IAL,1 
MC,160509,2016,05,57312204b0d80d861555673e,Sim,7,"Participação no evento LINC DAY",https://trello.com/c/dn1YmSQE,1 
